ID  NAME   			          	FILE                 					LINE                        ALTERNATIVE 
3,sc,/root/php/w3af-moth/webroot/moth/w3af/crawl/wsdl_finder/lib/nusoap.php,|function setCookie($name, $value) {|,https://www.owasp.org/index.php/PHP_Security_Cheat_Sheet#Cookies
3,sc,/root/php/w3af-moth/webroot/moth/w3af/crawl/wsdl_finder/lib/class.soapclient.php,|function setCookie($name, $value) {|,https://www.owasp.org/index.php/PHP_Security_Cheat_Sheet#Cookies
3,sc,/root/php/w3af-moth/webroot/moth/w3af/core/cookieFuzzing/cf.php,|setcookie("TestCookie", $value);|,https://www.owasp.org/index.php/PHP_Security_Cheat_Sheet#Cookies
3,sc,/root/php/w3af-moth/webroot/moth/w3af/core/cookie_handler/set-cookie.php,|setcookie("TestCookie", $value);|,https://www.owasp.org/index.php/PHP_Security_Cheat_Sheet#Cookies
4,send,/root/php/w3af-moth/webroot/moth/w3af/crawl/ajax/username-ajax.php,|INSERT INTO `users` ( `username` , `password` ) VALUES ('username', 'password');|,https://diego.com.es/ataques-xss-cross-site-scripting-en-php
4,send,/root/php/w3af-moth/webroot/moth/w3af/crawl/ajax/username-ajax.php,|INSERT INTO `users` ( `username` , `password` ) VALUES ('tom', 'password');|,https://diego.com.es/ataques-xss-cross-site-scripting-en-php
4,send,/root/php/w3af-moth/webroot/moth/w3af/crawl/ajax/username-ajax.php,|INSERT INTO `users` ( `username` , `password` ) VALUES ('bill', 'password');|,https://diego.com.es/ataques-xss-cross-site-scripting-en-php
4,send,/root/php/w3af-moth/webroot/moth/w3af/crawl/ajax/username-ajax.php,|INSERT INTO `users` ( `username` , `password` ) VALUES ('bob', 'password');|,https://diego.com.es/ataques-xss-cross-site-scripting-en-php
4,send,/root/php/w3af-moth/webroot/moth/w3af/audit/file_upload/uploader.php,|if(move_uploaded_file($_FILES['uploadedfile']['tmp_name'], $target_path)) {|,https://diego.com.es/ataques-xss-cross-site-scripting-en-php
4,send,/root/php/w3af-moth/webroot/moth/w3af/audit/hpp/vote.php,|$preparedStatement = $db->prepare('INSERT INTO votes (votefor, ipaddress) VALUES (:votefor, :ipaddress)');|,https://diego.com.es/ataques-xss-cross-site-scripting-en-php
4,send,/root/php/w3af-moth/webroot/moth/w3af/core/fuzzFileContent/uploader.php,|$fh = fopen( $_FILES['uploadedfile']['tmp_name'], 'r');|,https://diego.com.es/ataques-xss-cross-site-scripting-en-php
4,send,/root/php/w3af-moth/webroot/moth/w3af/core/fuzzFileContent/uploader.php,|$theData = fread($fh, filesize($_FILES['uploadedfile']['tmp_name']));|,https://diego.com.es/ataques-xss-cross-site-scripting-en-php
